code,name,description,category,item_type,track_individual,stock_total,stock_available,status,location
EQ-0118,JUEGO DE LLAVES EXAGONALES MILLERS,JUEGO DE LLAVES EXAGONALES MILLERS | Modelo: 92215,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0119,CASSETTE DE VIDEO V H S CONTIENE EL TEMA AMPLIFICADORES OPERACIONALES,CASSETTE DE VIDEO V H S CONTIENE EL TEMA AMPLIFICADORES OPERACIONALES,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0120,CASSETTE DE VIDEO V H S CONTIENE EL TEMA AMPLIFICADORES TRANSISTORIZADOS,CASSETTE DE VIDEO V H S CONTIENE EL TEMA AMPLIFICADORES TRANSISTORIZADOS,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0121,CASSETTE DE VIDEO V H S CONTIENE EL TEMA DIAGRAMA DE CONTROL,CASSETTE DE VIDEO V H S CONTIENE EL TEMA DIAGRAMA DE CONTROL,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0122,CASSETTE DE VIDEO V H S CONTIENE EL TEMA ELECTRONICA BASICA PRIMERA PARTE,CASSETTE DE VIDEO V H S CONTIENE EL TEMA ELECTRONICA BASICA PRIMERA PARTE,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0123,CASSETTE DE VIDEO V H S CONTIENE EL TEMA ELECTRONICA BASICA SEGUNDA PARTE,CASSETTE DE VIDEO V H S CONTIENE EL TEMA ELECTRONICA BASICA SEGUNDA PARTE,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0124,CASSETTE DE VIDEO V H S CONTIENE EL TEMA FUENTES DE ALIMENTACION,CASSETTE DE VIDEO V H S CONTIENE EL TEMA FUENTES DE ALIMENTACION,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0125,CASSETTE DE VIDEO V H S CONTIENE EL TEMA OSCILADORES TRANSISTORIZADOS,CASSETTE DE VIDEO V H S CONTIENE EL TEMA OSCILADORES TRANSISTORIZADOS,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0126,CASSETTE DE VIDEO V H S CONTIENE EL TEMA REPARACION DE TABLEROS DE CIRCUITOS,CASSETTE DE VIDEO V H S CONTIENE EL TEMA REPARACION DE TABLEROS DE CIRCUITOS,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0127,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO PRIMERA PARTE,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO PRIMERA PARTE,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0128,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO SEGUNDA PARTE,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO SEGUNDA PARTE,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0129,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO TERCERA PARTE,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS DE CONTROL ELECTRONICO TERCERA PARTE,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0130,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS ELECTRONICOS ESPECIALIZADOS,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS ELECTRONICOS ESPECIALIZADOS,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0131,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS ELECTRONICOS FUNDAMENTOS DE TRANSISTORES,CASSETTE DE VIDEO V H S CONTIENE EL TEMA SISTEMAS ELECTRONICOS FUNDAMENTOS DE TRANSISTORES,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0132,CASSETTE DE VIDEO V H S CONTIENE EL TEMA TERMINACIONES DE CALBES Y ALAMBRES,CASSETTE DE VIDEO V H S CONTIENE EL TEMA TERMINACIONES DE CALBES Y ALAMBRES,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0133,CASSETTE DE VIDEO V H S CONTIENE EL TEMA TUBOS DE VACIO Y CIRCUITOS,CASSETTE DE VIDEO V H S CONTIENE EL TEMA TUBOS DE VACIO Y CIRCUITOS,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0134,CASSETTE DE VIDEO V H S CONTIENE EL TEMA UTILIZACION DE PRUEBAS DE EQUIPO ELECTRONICO PRIMERA PARTE,CASSETTE DE VIDEO V H S CONTIENE EL TEMA UTILIZACION DE PRUEBAS DE EQUIPO ELECTRONICO PRIMERA PARTE,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0135,CASSETTE DE VIDEO V H S CONTIENE EL TEMA UTILIZACION DE PRUEBAS DE EQUIPO ELECTRONICO SEGUNDA PARTE,CASSETTE DE VIDEO V H S CONTIENE EL TEMA UTILIZACION DE PRUEBAS DE EQUIPO ELECTRONICO SEGUNDA PARTE,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0136,CONVERTIDORES ESTATICOS INTRODUCCION A SU TEORIA Y FUNCIONAMIENTO GOTTFRIED 1986,CONVERTIDORES ESTATICOS INTRODUCCION A SU TEORIA Y FUNCIONAMIENTO GOTTFRIED 1986 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0137,ENSANANZA PROGRAMADA CURVAS CARACTERISTICAS DEL TIRISTOR NO 26 WOLFGANG WEISKE 1989,ENSANANZA PROGRAMADA CURVAS CARACTERISTICAS DEL TIRISTOR NO 26 WOLFGANG WEISKE 1989,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0138,ENSEANZA PROGRAMADA CORRECCION DEL FACTOR DE POTENCIA DE COS NO 32 HEINZ PAEG 1989,ENSEANZA PROGRAMADA CORRECCION DEL FACTOR DE POTENCIA DE COS NO 32 HEINZ PAEG 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0139,ENSENANZA PROGRAMADA APLICACIONES DEL TIRISTOR NO 27 WOLFGANG WEISKE 1989,ENSENANZA PROGRAMADA APLICACIONES DEL TIRISTOR NO 27 WOLFGANG WEISKE 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0140,ENSENANZA PROGRAMADA CORRIENTE TRIFASICA NO 35 WOLFGANG WEISKE 1989,ENSENANZA PROGRAMADA CORRIENTE TRIFASICA NO 35 WOLFGANG WEISKE 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0141,ENSENANZA PROGRAMADA EL CIRCUITO DE CORRIENTE ALTERNA NO 29 HEINZ RIEGER 1989,ENSENANZA PROGRAMADA EL CIRCUITO DE CORRIENTE ALTERNA NO 29 HEINZ RIEGER 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0142,ENSENANZA PROGRAMADA EL CONDENSADOR NO 31 HEINZ PAEG 1989,ENSENANZA PROGRAMADA EL CONDENSADOR NO 31 HEINZ PAEG 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0143,ENSENANZA PROGRAMADA ELEMENTOS MAGNETORRSISTIVOS NO 34 HANS GUNTHER STEIDLE 1989,ENSENANZA PROGRAMADA ELEMENTOS MAGNETORRSISTIVOS NO 34 HANS GUNTHER STEIDLE 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0144,ENSENANZA PROGRAMADA FUNCIONAMIENTO DEL TIRISTOR NO 25 WOLFGANG WEISKE 1989,ENSENANZA PROGRAMADA FUNCIONAMIENTO DEL TIRISTOR NO 25 WOLFGANG WEISKE 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0145,ENSENANZA PROGRAMADA FUNCIONAMIENTO DEL TRIAC NO 28 HANSJOCHEN BENDA 1989,ENSENANZA PROGRAMADA FUNCIONAMIENTO DEL TRIAC NO 28 HANSJOCHEN BENDA 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0146,ENSENANZA PROGRAMADA GENERADORES HALL NO 33 PETER SCHOBER 1989,ENSENANZA PROGRAMADA GENERADORES HALL NO 33 PETER SCHOBER 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0147,ENSENANZA PROGRAMADA POTENCIA DE LA CORRIENTE TRIFASICA Y SU MEDICION NO 36 HANS JOACHIM GAUS 1989,ENSENANZA PROGRAMADA POTENCIA DE LA CORRIENTE TRIFASICA Y SU MEDICION NO 36 HANS JOACHIM GAUS 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0148,ENSENANZA PROGRAMADA POTENCIA Y TRABAJO DE LA CORRIENTE ALTERNA NO 30 HEINZ RIEGER 1989,ENSENANZA PROGRAMADA POTENCIA Y TRABAJO DE LA CORRIENTE ALTERNA NO 30 HEINZ RIEGER 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0149,HIGH VOLTAGE SWITCHEAR NALYSIS AND DESING CHUNIKHIN-ZHAVORONKOV 1989,HIGH VOLTAGE SWITCHEAR NALYSIS AND DESING CHUNIKHIN-ZHAVORONKOV 1989 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0150,MICROCOMPUTADORES CONCEPTOS BASICOS MODULOS Y CONJUNTOS MODULARES MEDIOS AUXILIARES PARA PLANIFICAR SISTEMAS CONTROLADOS POR MICROCOMPUTADORES HERRAMIENTAS PARA DESARROLLOS HEINRICH KEIL 1988,MICROCOMPUTADORES CONCEPTOS BASICOS MODULOS Y CONJUNTOS MODULARES MEDIOS AUXILIARES PARA PLANIFICAR SISTEMAS CONTROLADOS POR MICROCOMPUTADORES HERRAMIENTAS PARA DESARROLLOS HEINRICH KEIL 1988,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0151,MICROELECTRONIC CIRCUITS ADEL S SEDRA KENNETH C SMITH SECOND EDITION 1987 U S A CBS COLLEGE PUBLISHING,MICROELECTRONIC CIRCUITS ADEL S SEDRA KENNETH C SMITH SECOND EDITION 1987 U S A CBS COLLEGE PUBLISHING,BIENES SUJETOS A CONTROL,equipment,TRUE,2,2,active,Laboratorio
EQ-0152,SISTEMAS DE ALIMENTACION DE ENERGIA PARA LAS TELECOMUNICACIONES PARTE I PRINCIPIOS BASICOS HANS GUMHALTER 1987,SISTEMAS DE ALIMENTACION DE ENERGIA PARA LAS TELECOMUNICACIONES PARTE I PRINCIPIOS BASICOS HANS GUMHALTER 1987 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0153,TELECOMUNICACION DIGITAL TOMO I INFORMACION BASICA 1988 TOMO II TECNOLOGIA CROSSCONECT Y MULTIPLEXADO 1990 TOMO III EQUIPO DE LINEA PARA SISTEMAS DE TRANSMISION POR FIBRAS OPTICAS 1988,TELECOMUNICACION DIGITAL TOMO I INFORMACION BASICA 1988 TOMO II TECNOLOGIA CROSSCONECT Y MULTIPLEXADO 1990 TOMO III EQUIPO DE LINEA PARA SISTEMAS DE TRANSMISION POR FIBRAS OPTICAS 1988 | Modelo: S/C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0154,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,NI SOFTWARE SOLUTIONS DEPARTMENT LICENCE LABVIEWPDS MEANS STUDIO IMAQ VISION LABVIEW RT LABVIEW DSC,BIENES SUJETOS A CONTROL,equipment,TRUE,66,66,active,Laboratorio
EQ-0155,MODELO DE LINEA TERCO TM 199,MODELO DE LINEA TERCO TM 199 | Modelo: TM199,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0156,BIENES SUJETOS A CONTROL/MOTORES/MOTOR TRIFASICO/MOTOR TRIFASICO MODELO DE AUTO TRANSFORMADOR DE ARRANQUE 208V 60HZ.28-665,BIENES SUJETOS A CONTROL/MOTORES/MOTOR TRIFASICO/MOTOR TRIFASICO MODELO DE AUTO TRANSFORMADOR DE ARRANQUE 208V 60HZ.28-665 | Modelo: 92232,BIENES SUJETOS A CONTROL,equipment,TRUE,2,2,active,Laboratorio
EQ-0157,MOUSE 1,MOUSE 1 | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0158,MOUSE 2,MOUSE 2 | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0159,MOUSE 3,MOUSE 3 | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0161,MOUSE OPTICO5,MOUSE OPTICO5 | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0162,"MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261396","MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261396",BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0163,"MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261400","MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261400",BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0164,"MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261415","MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261415",BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0165,"MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261421","MULTIMETRO DIGITAL MARCA PROSKIT, MODELO MT-5211, SERIE NO. 091261421",BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0166,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013689,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013689 | Modelo: 3PK-345,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0167,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013691,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013691 | Modelo: 3PK-345,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0168,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013693,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013693 | Modelo: DT-890C,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0169,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013694,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013694 | Modelo: 3PK-345,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0170,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013769,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013769 | Modelo: 3PK-345,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0171,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013777,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013777 | Modelo: DT-5808,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0172,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013802,MULTIMETRO DIGITAL MARCA PROSKIT RS-232 SERIE 08060013802 | Modelo: 3PK-345,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0173,MULTIMETRO DIGITAL PROFESIONAL MARCA PROSKIT MT-1860 SERIE 992699135,MULTIMETRO DIGITAL PROFESIONAL MARCA PROSKIT MT-1860 SERIE 992699135,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0174,MULTIMETRO DIGITAL PROFESIONAL MARCA PROSKIT MT-1860 SERIE 992699174,MULTIMETRO DIGITAL PROFESIONAL MARCA PROSKIT MT-1860 SERIE 992699174,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0175,BIENES SUJETOS A CONTROL/PANTALLA PARA PROYECTOR/PANTALLA DE PROYECCION DE 180CM X 180CM,BIENES SUJETOS A CONTROL/PANTALLA PARA PROYECTOR/PANTALLA DE PROYECCION DE 180CM X 180CM | Modelo: 92437,BIENES SUJETOS A CONTROL,equipment,TRUE,2,2,active,Laboratorio
EQ-0176,BIENES SUJETOS A CONTROL/PANTALLA PARA PROYECTOR/PANTALLA PARA PROYECCION DE 180CM X 180CM,BIENES SUJETOS A CONTROL/PANTALLA PARA PROYECTOR/PANTALLA PARA PROYECCION DE 180CM X 180CM | Modelo: 102154,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0177,BIENES SUJETOS A CONTROL/PAPELERA/MADERA/PAPELERA DE CEDRO DE 2 BANDEJAS DE:29X37X35 CM.DE ALTO COLOR CAFE CLARO,BIENES SUJETOS A CONTROL/PAPELERA/MADERA/PAPELERA DE CEDRO DE 2 BANDEJAS DE:29X37X35 CM.DE ALTO COLOR CAFE CLARO | Modelo: 376998,BIENES SUJETOS A CONTROL,equipment,TRUE,2,2,active,Laboratorio
EQ-0178,PARLANTES PARA COMPUTADOR JUEGO DE DOS UNIDADES,PARLANTES PARA COMPUTADOR JUEGO DE DOS UNIDADES | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0179,PERSIANA PLASTICA VERTICAL COLOR GRIS DE: 620 CM X 270 CM X 210 CM DE ALTO Y DE. 240 CM X 246 CM X 181 CM DE ALTO,PERSIANA PLASTICA VERTICAL COLOR GRIS DE: 620 CM X 270 CM X 210 CM DE ALTO Y DE. 240 CM X 246 CM X 181 CM DE ALTO | Modelo: 93122,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0180,PERSIANA PVC HABANA DE 200X150 CM,PERSIANA PVC HABANA DE 200X150 CM | Modelo: 463445,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0181,PERSIANA PVC VERTICAL CORBET LLANO COLOR: BEIGE MEDIDAS: 1.96X1.49,PERSIANA PVC VERTICAL CORBET LLANO COLOR: BEIGE MEDIDAS: 1.96X1.49 | Modelo: 280162,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0182,PERSIANA PVC VERTICAL CORBET LLANO COLOR: BEIGE MEDIDAS: 4.16X1.52,PERSIANA PVC VERTICAL CORBET LLANO COLOR: BEIGE MEDIDAS: 4.16X1.52 | Modelo: 280161,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0183,PERSIANA VERTICAL PLASTICA COLOR BEIGE DE: 142 CM X 160 CM (5),PERSIANA VERTICAL PLASTICA COLOR BEIGE DE: 142 CM X 160 CM (5) | Modelo: 93119,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0184,PERSIANA VERTICAL PLASTICARIBCORD GRIS DE: 1.40M X 1.55M,PERSIANA VERTICAL PLASTICARIBCORD GRIS DE: 1.40M X 1.55M | Modelo: 102155,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0185,PERSIANA VERTICAL PLASTICARIBCORD GRIS DE: 2M X 1.55M,PERSIANA VERTICAL PLASTICARIBCORD GRIS DE: 2M X 1.55M | Modelo: 102156,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0186,BASES DE RESISTENCIA 06143.00,BASES DE RESISTENCIA 06143.00 | Modelo: 451701,BIENES SUJETOS A CONTROL,equipment,TRUE,19,19,active,Laboratorio
EQ-0187,PINZA PLANA PARA ELECTRICISTA DIAMOND DE 6,PINZA PLANA PARA ELECTRICISTA DIAMOND DE 6 | Modelo: 102135,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0188,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA DE:122X244 CM.,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA DE:122X244 CM. | Modelo: 296146,BIENES SUJETOS A CONTROL,equipment,TRUE,4,4,active,Laboratorio
EQ-0189,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA MARCO DE ALUMINIO CON PORTATIZAS DE 2.355M X 1. 225M,BIENES SUJETOS A CONTROL/PIZARRA/PIZARRON PORCELANIZADO PARA TIZA LIQUIDA MARCO DE ALUMINIO CON PORTATIZAS DE 2.355M X 1. 225M | Modelo: 92424,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0190,PORTA CPU METALICO COLOR PLOMO CON GARRUCHAS,PORTA CPU METALICO COLOR PLOMO CON GARRUCHAS | Modelo: 306429,BIENES SUJETOS A CONTROL,equipment,TRUE,2,2,active,Laboratorio
EQ-0191,BIENES SUJETOS A CONTROL/PROBADOR Y GENERADOR/PROBADOR DE RELES TERCO TM 132,BIENES SUJETOS A CONTROL/PROBADOR Y GENERADOR/PROBADOR DE RELES TERCO TM 132,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0193,"FUENTE DE VOLTAJE MARCA MIYAKO USA, MODELO DVP212S","FUENTE DE VOLTAJE MARCA MIYAKO USA, MODELO DVP212S",BIENES SUJETOS A CONTROL,equipment,TRUE,6,6,active,Laboratorio
EQ-0194,BIENES SUJETOS A CONTROL/REGULADOR DE VOLTAJE/REGULADOR DE VOLTAGE TRIPP LITE DE CUATRO TOMAS MODELO LS-604 600 W.,BIENES SUJETOS A CONTROL/REGULADOR DE VOLTAJE/REGULADOR DE VOLTAGE TRIPP LITE DE CUATRO TOMAS MODELO LS-604 600 W. | Modelo: LS-604.600W,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0195,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,SILLA APILABLE MODELO MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE | Modelo: 93005,BIENES SUJETOS A CONTROL,equipment,TRUE,28,28,active,Laboratorio
EQ-0196,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL,SILLA ESTRUCTURA METALICA SIN BRAZOS ESPALDAR PLASTICO Y ASIENTO TAPIZADO EN DAMASCO AZUL | Modelo: 272332,BIENES SUJETOS A CONTROL,equipment,TRUE,18,18,active,Laboratorio
EQ-0197,SILLA MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,SILLA MILANO SIN BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE | Modelo: 102174,BIENES SUJETOS A CONTROL,equipment,TRUE,4,4,active,Laboratorio
EQ-0198,SILLA SATURNO CON BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE,SILLA SATURNO CON BRAZOS ESTRUCTURA DE TUBO REDONDO ASIENTO Y ESPALDAR TAPIZADO EN YUTE LACRE | Modelo: 102175,BIENES SUJETOS A CONTROL,equipment,TRUE,2,2,active,Laboratorio
EQ-0199,SILLA GIRATORIA SEMIEJECUTIVA CON BRAZOS,SILLA GIRATORIA SEMIEJECUTIVA CON BRAZOS,BIENES SUJETOS A CONTROL,equipment,TRUE,5,5,active,Laboratorio
EQ-0200,SOPLADOR DE HOJAS Y ASPIRADORA,SOPLADOR DE HOJAS Y ASPIRADORA | Modelo: 463249,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0201,BIENES SUJETOS A CONTROL/SPLITTER/CONTROL DE CARGA 20AMP 12/24V,BIENES SUJETOS A CONTROL/SPLITTER/CONTROL DE CARGA 20AMP 12/24V,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0202,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO,TABURETE ESTRUCTURA METALICA COLOR GRIS ASIENTO TAPIZADO EN CUERINA NEGRA DE: 65 CM DE ALTO | Modelo: 306646,BIENES SUJETOS A CONTROL,equipment,TRUE,12,12,active,Laboratorio
EQ-0203,BIENES SUJETOS A CONTROL/TACOMETRO/COMBINACION DE TACOMETRO 0-8 000RPM FRENO DE CORRIENTE 28-207,BIENES SUJETOS A CONTROL/TACOMETRO/COMBINACION DE TACOMETRO 0-8 000RPM FRENO DE CORRIENTE 28-207 | Modelo: 92243,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0204,TECLADO 1,TECLADO 1 | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0205,TECLADO 2,TECLADO 2 | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0206,TECLADO 3,TECLADO 3 | Modelo: KB-0316,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0207,TECLADO 4,TECLADO 4 | Modelo: SIN MODELO,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0208,TECLADO HP,TECLADO HP | Modelo: TECLADO ALFANUMERICO,BIENES SUJETOS A CONTROL,equipment,TRUE,3,3,active,Laboratorio
EQ-0209,TECLADO5,TECLADO5 | Modelo: KB-0316,BIENES SUJETOS A CONTROL,equipment,TRUE,1,1,active,Laboratorio
EQ-0210,UPS 550VA MARCA APC MODELO BE550G L,UPS 550VA MARCA APC MODELO BE550G L | Modelo: BE550G-LM,BIENES SUJETOS A CONTROL,equipment,TRUE,3,3,active,Laboratorio
EQ-0211,UPS 550VA MARCA APC MODELO BE550G LM,UPS 550VA MARCA APC MODELO BE550G LM,BIENES SUJETOS A CONTROL,equipment,TRUE,3,3,active,Laboratorio
